layer triggercelleta triggercellphi triggercellieta triggercelliphi
50.0 -1.6247239112854004 -0.4581488072872162 -16 83
50.0 -1.5810877084732056 -0.4581488072872162 -17 83
50.0 -1.5374510288238525 -0.4581488072872162 -18 83
50.0 -1.4938143491744995 -0.4581488072872162 -19 83
50.0 -1.7119956016540527 -0.4581487774848938 -14 83
50.0 -1.9738061428070068 -0.4145156443119049 -8 82
50.0 -2.2792463302612305 -0.4145156145095825 -1 82
50.0 -2.1919779777526855 -0.4145156145095825 -3 82
50.0 -2.0174407958984375 -0.4145156145095825 -7 82
50.0 -1.8865365982055664 -0.4145156145095825 -10 82
50.0 -1.6683597564697266 -0.4145156145095825 -15 82
50.0 -1.6247239112854004 -0.4145156145095825 -16 82
50.0 -1.5810877084732056 -0.4145156145095825 -17 82
50.0 -2.148343801498413 -0.41451558470726013 -4 82
50.0 -2.1047096252441406 -0.41451558470726013 -5 82
50.0 -2.061075210571289 -0.41451558470726013 -6 82
50.0 -1.9301713705062866 -0.41451558470726013 -9 82
50.0 -1.842901587486267 -0.41451558470726013 -11 82
50.0 -1.7556309700012207 -0.41451558470726013 -13 82
50.0 -1.7119956016540527 -0.41451558470726013 -14 82
50.0 -1.537451148033142 -0.41451558470726013 -18 82
50.0 -2.235612154006958 -0.41451555490493774 -2 82
50.0 -1.7992664575576782 -0.41451555490493774 -12 82
50.0 -1.4938143491744995 -0.41451555490493774 -19 82
50.0 -2.148344039916992 -0.37088239192962646 -4 81
50.0 -1.9738061428070068 -0.37088239192962646 -8 81
50.0 -1.8865364789962769 -0.37088239192962646 -10 81
50.0 -1.7556312084197998 -0.37088239192962646 -13 81
50.0 -2.2792460918426514 -0.3708823621273041 -1 81
50.0 -2.235612154006958 -0.3708823621273041 -2 81
50.0 -2.1919779777526855 -0.3708823621273041 -3 81
50.0 -2.1047096252441406 -0.3708823621273041 -5 81
50.0 -1.9301713705062866 -0.3708823621273041 -9 81
50.0 -1.842901587486267 -0.3708823621273041 -11 81
50.0 -1.7992664575576782 -0.3708823621273041 -12 81
50.0 -1.7119956016540527 -0.3708823621273041 -14 81
50.0 -1.6683598756790161 -0.3708823621273041 -15 81
50.0 -1.6247239112854004 -0.3708823621273041 -16 81
50.0 -1.5810877084732056 -0.3708823621273041 -17 81
50.0 -2.061075210571289 -0.3708823323249817 -6 81
50.0 -2.0174407958984375 -0.3708823323249817 -7 81
50.0 -1.5374510288238525 -0.3708823323249817 -18 81
50.0 -1.4938143491744995 -0.3708823323249817 -19 81
50.0 -2.061075210571289 -0.3272491693496704 -6 80
50.0 -1.9738061428070068 -0.3272491693496704 -8 80
50.0 -1.8865365982055664 -0.3272491693496704 -10 80
50.0 -1.7992664575576782 -0.3272491693496704 -12 80
50.0 -1.7556310892105103 -0.3272491693496704 -13 80
50.0 -1.6247239112854004 -0.3272491693496704 -16 80
50.0 -1.5810877084732056 -0.3272491693496704 -17 80
50.0 -2.2792460918426514 -0.327249139547348 -1 80
50.0 -2.235612154006958 -0.327249139547348 -2 80
50.0 -2.1919779777526855 -0.327249139547348 -3 80
50.0 -2.1047096252441406 -0.327249139547348 -5 80
50.0 -2.0174407958984375 -0.327249139547348 -7 80
50.0 -1.9301713705062866 -0.327249139547348 -9 80
50.0 -1.7119956016540527 -0.327249139547348 -14 80
50.0 -1.6683598756790161 -0.327249139547348 -15 80
50.0 -1.5374510288238525 -0.327249139547348 -18 80
50.0 -1.4938143491744995 -0.327249139547348 -19 80
50.0 -2.148343801498413 -0.32724910974502563 -4 80
50.0 -1.842901587486267 -0.32724910974502563 -11 80
50.0 -2.148344039916992 -0.28361591696739197 -4 79
50.0 -1.9301714897155762 -0.28361591696739197 -9 79
50.0 -1.842901587486267 -0.28361591696739197 -11 79
50.0 -1.537451148033142 -0.28361591696739197 -18 79
50.0 -2.1919779777526855 -0.2836158871650696 -3 79
50.0 -2.1047096252441406 -0.2836158871650696 -5 79
50.0 -2.061075210571289 -0.2836158871650696 -6 79
50.0 -1.8865365982055664 -0.2836158871650696 -10 79
50.0 -1.7992664575576782 -0.2836158871650696 -12 79
50.0 -1.7556309700012207 -0.2836158871650696 -13 79
50.0 -1.7119956016540527 -0.2836158871650696 -14 79
50.0 -1.6683597564697266 -0.2836158871650696 -15 79
50.0 -1.6247239112854004 -0.2836158871650696 -16 79
50.0 -1.5810877084732056 -0.2836158871650696 -17 79
50.0 -1.4938143491744995 -0.2836158871650696 -19 79
50.0 -2.2792460918426514 -0.2836158573627472 -1 79
50.0 -2.235612154006958 -0.2836158573627472 -2 79
50.0 -2.0174407958984375 -0.2836158573627472 -7 79
50.0 -1.9738060235977173 -0.2836158573627472 -8 79
50.0 -2.061075210571289 -0.2399826943874359 -6 78
50.0 -1.5810877084732056 -0.2399826943874359 -17 78
50.0 -2.148343801498413 -0.23998267948627472 -4 78
50.0 -2.0174407958984375 -0.23998267948627472 -7 78
50.0 -1.9738061428070068 -0.23998267948627472 -8 78
50.0 -1.9301714897155762 -0.23998267948627472 -9 78
50.0 -1.7992664575576782 -0.23998267948627472 -12 78
50.0 -1.7556310892105103 -0.23998267948627472 -13 78
50.0 -1.7119956016540527 -0.23998267948627472 -14 78
50.0 -1.6683597564697266 -0.23998267948627472 -15 78
50.0 -1.4938143491744995 -0.23998267948627472 -19 78
50.0 -2.235612154006958 -0.23998266458511353 -2 78
50.0 -2.1919779777526855 -0.23998266458511353 -3 78
50.0 -1.8865365982055664 -0.23998266458511353 -10 78
50.0 -1.842901587486267 -0.23998266458511353 -11 78
50.0 -1.5374510288238525 -0.23998266458511353 -18 78
50.0 -2.2792460918426514 -0.23998264968395233 -1 78
50.0 -2.1047096252441406 -0.23998264968395233 -5 78
50.0 -1.6247239112854004 -0.23998264968395233 -16 78
50.0 -2.061075210571289 -0.19634948670864105 -6 77
50.0 -2.235612154006958 -0.19634945690631866 -2 77
50.0 -2.1919779777526855 -0.19634945690631866 -3 77
50.0 -2.0174407958984375 -0.19634945690631866 -7 77
50.0 -1.9301714897155762 -0.19634945690631866 -9 77
50.0 -1.842901587486267 -0.19634945690631866 -11 77
50.0 -1.6247239112854004 -0.19634945690631866 -16 77
50.0 -2.148343801498413 -0.19634944200515747 -4 77
50.0 -1.9738060235977173 -0.19634944200515747 -8 77
50.0 -1.7556309700012207 -0.19634944200515747 -13 77
50.0 -1.7119956016540527 -0.19634944200515747 -14 77
50.0 -1.537451148033142 -0.19634944200515747 -18 77
50.0 -1.4938143491744995 -0.19634944200515747 -19 77
50.0 -2.1047096252441406 -0.19634942710399628 -5 77
50.0 -1.7992664575576782 -0.19634942710399628 -12 77
50.0 -1.6683597564697266 -0.19634942710399628 -15 77
50.0 -2.2792460918426514 -0.19634941220283508 -1 77
50.0 -1.8865364789962769 -0.19634941220283508 -10 77
50.0 -1.581087589263916 -0.19634941220283508 -17 77
50.0 -2.235612154006958 -0.15271621942520142 -2 76
50.0 -2.1047096252441406 -0.15271621942520142 -5 76
50.0 -2.0174407958984375 -0.15271621942520142 -7 76
50.0 -1.842901587486267 -0.15271621942520142 -11 76
50.0 -1.7556310892105103 -0.15271621942520142 -13 76
50.0 -1.7119956016540527 -0.15271621942520142 -14 76
50.0 -1.6683597564697266 -0.15271621942520142 -15 76
50.0 -1.5810877084732056 -0.15271621942520142 -17 76
50.0 -1.4938143491744995 -0.15271621942520142 -19 76
50.0 -2.2792463302612305 -0.15271620452404022 -1 76
50.0 -2.1919779777526855 -0.15271620452404022 -3 76
50.0 -2.148343801498413 -0.15271620452404022 -4 76
50.0 -2.061075210571289 -0.15271620452404022 -6 76
50.0 -1.9738061428070068 -0.15271620452404022 -8 76
50.0 -1.8865364789962769 -0.15271620452404022 -10 76
50.0 -1.7992664575576782 -0.15271620452404022 -12 76
50.0 -1.9301713705062866 -0.15271618962287903 -9 76
50.0 -1.6247239112854004 -0.15271618962287903 -16 76
50.0 -1.5374510288238525 -0.15271618962287903 -18 76
50.0 -1.537451148033142 -0.10908299684524536 -18 75
50.0 -2.235612154006958 -0.10908298939466476 -2 75
50.0 -2.1919779777526855 -0.10908298939466476 -3 75
50.0 -1.842901587486267 -0.10908298939466476 -11 75
50.0 -1.5810877084732056 -0.10908298939466476 -17 75
50.0 -2.2792463302612305 -0.10908298194408417 -1 75
50.0 -2.148343801498413 -0.10908298194408417 -4 75
50.0 -2.061075210571289 -0.10908298194408417 -6 75
50.0 -2.0174407958984375 -0.10908298194408417 -7 75
50.0 -1.9738060235977173 -0.10908298194408417 -8 75
50.0 -2.1047096252441406 -0.10908297449350357 -5 75
50.0 -1.9301713705062866 -0.10908297449350357 -9 75
50.0 -1.8865364789962769 -0.10908297449350357 -10 75
50.0 -1.7992663383483887 -0.10908297449350357 -12 75
50.0 -1.7556309700012207 -0.10908297449350357 -13 75
50.0 -1.7119956016540527 -0.10908297449350357 -14 75
50.0 -1.6683597564697266 -0.10908297449350357 -15 75
50.0 -1.4938141107559204 -0.10908297449350357 -19 75
50.0 -1.6247239112854004 -0.10908296704292297 -16 75
50.0 -2.235612154006958 -0.06544975936412811 -2 74
50.0 -1.7992665767669678 -0.06544975936412811 -12 74
50.0 -1.6247239112854004 -0.06544975936412811 -16 74
50.0 -2.1919779777526855 -0.06544975191354752 -3 74
50.0 -2.148343801498413 -0.06544975191354752 -4 74
50.0 -2.1047096252441406 -0.06544975191354752 -5 74
50.0 -2.061075210571289 -0.06544975191354752 -6 74
50.0 -2.0174407958984375 -0.06544975191354752 -7 74
50.0 -1.9738061428070068 -0.06544975191354752 -8 74
50.0 -1.8865364789962769 -0.06544975191354752 -10 74
50.0 -1.7556310892105103 -0.06544975191354752 -13 74
50.0 -1.7119956016540527 -0.06544975191354752 -14 74
50.0 -1.5810877084732056 -0.06544975191354752 -17 74
50.0 -1.5374510288238525 -0.06544975191354752 -18 74
50.0 -1.49381422996521 -0.06544975191354752 -19 74
50.0 -2.2792460918426514 -0.06544974446296692 -1 74
50.0 -1.9301713705062866 -0.06544974446296692 -9 74
50.0 -1.842901587486267 -0.06544974446296692 -11 74
50.0 -1.6683597564697266 -0.06544974446296692 -15 74
50.0 -1.537451148033142 -0.021816525608301163 -18 73
50.0 -2.2792463302612305 -0.021816523745656013 -1 73
50.0 -2.1919779777526855 -0.021816523745656013 -3 73
50.0 -2.148344039916992 -0.021816523745656013 -4 73
50.0 -2.1047096252441406 -0.021816523745656013 -5 73
50.0 -2.061075210571289 -0.021816523745656013 -6 73
50.0 -1.9301713705062866 -0.021816523745656013 -9 73
50.0 -1.7556310892105103 -0.021816523745656013 -13 73
50.0 -2.235612154006958 -0.021816521883010864 -2 73
50.0 -2.0174407958984375 -0.021816521883010864 -7 73
50.0 -1.9738061428070068 -0.021816521883010864 -8 73
50.0 -1.8865364789962769 -0.021816521883010864 -10 73
50.0 -1.842901587486267 -0.021816521883010864 -11 73
50.0 -1.7992664575576782 -0.021816521883010864 -12 73
50.0 -1.7119956016540527 -0.021816521883010864 -14 73
50.0 -1.6683597564697266 -0.021816521883010864 -15 73
50.0 -1.6247239112854004 -0.021816521883010864 -16 73
50.0 -1.5810877084732056 -0.021816521883010864 -17 73
50.0 -1.4938143491744995 -0.021816521883010864 -19 73
50.0 -1.7556309700012207 0.02181670255959034 -13 72
50.0 -2.2792460918426514 0.02181670442223549 -1 72
50.0 -2.235612154006958 0.02181670442223549 -2 72
50.0 -2.1919779777526855 0.02181670442223549 -3 72
50.0 -2.148343801498413 0.02181670442223549 -4 72
50.0 -2.1047096252441406 0.02181670442223549 -5 72
50.0 -2.061075210571289 0.02181670442223549 -6 72
50.0 -1.842901587486267 0.02181670442223549 -11 72
50.0 -1.6247239112854004 0.02181670442223549 -16 72
50.0 -1.49381422996521 0.02181670442223549 -19 72
50.0 -1.9738061428070068 0.021816706284880638 -8 72
50.0 -1.9301713705062866 0.021816706284880638 -9 72
50.0 -1.8865364789962769 0.021816706284880638 -10 72
50.0 -1.7992664575576782 0.021816706284880638 -12 72
50.0 -1.7119956016540527 0.021816706284880638 -14 72
50.0 -1.6683597564697266 0.021816706284880638 -15 72
50.0 -1.581087589263916 0.021816706284880638 -17 72
50.0 -1.5374510288238525 0.021816706284880638 -18 72
50.0 -2.0174407958984375 0.021816708147525787 -7 72
50.0 -1.9301713705062866 0.06544993072748184 -9 71
50.0 -1.8865364789962769 0.06544993072748184 -10 71
50.0 -1.7556310892105103 0.06544993072748184 -13 71
50.0 -1.6247239112854004 0.06544993072748184 -16 71
50.0 -1.5374510288238525 0.06544993072748184 -18 71
50.0 -2.2792463302612305 0.06544993817806244 -1 71
50.0 -2.235612154006958 0.06544993817806244 -2 71
50.0 -2.148343801498413 0.06544993817806244 -4 71
50.0 -2.061075210571289 0.06544993817806244 -6 71
50.0 -2.0174407958984375 0.06544993817806244 -7 71
50.0 -1.9738061428070068 0.06544993817806244 -8 71
50.0 -1.842901587486267 0.06544993817806244 -11 71
50.0 -1.7119956016540527 0.06544993817806244 -14 71
50.0 -1.6683597564697266 0.06544993817806244 -15 71
50.0 -1.5810877084732056 0.06544993817806244 -17 71
50.0 -1.4938143491744995 0.06544993817806244 -19 71
50.0 -2.1919779777526855 0.06544994562864304 -3 71
50.0 -2.1047096252441406 0.06544994562864304 -5 71
50.0 -1.7992664575576782 0.06544994562864304 -12 71
50.0 -2.148343801498413 0.1090831607580185 -4 70
50.0 -2.061075210571289 0.1090831607580185 -6 70
50.0 -2.0174407958984375 0.1090831607580185 -7 70
50.0 -1.9301713705062866 0.1090831607580185 -9 70
50.0 -1.7119956016540527 0.1090831607580185 -14 70
50.0 -1.6247239112854004 0.1090831607580185 -16 70
50.0 -1.5810877084732056 0.1090831607580185 -17 70
50.0 -1.5374510288238525 0.1090831607580185 -18 70
50.0 -1.4938143491744995 0.1090831607580185 -19 70
50.0 -2.2792463302612305 0.10908316820859909 -1 70
50.0 -2.235612154006958 0.10908316820859909 -2 70
50.0 -2.1047096252441406 0.10908316820859909 -5 70
50.0 -1.7992664575576782 0.10908316820859909 -12 70
50.0 -1.7556309700012207 0.10908316820859909 -13 70
50.0 -1.6683597564697266 0.10908316820859909 -15 70
50.0 -2.1919779777526855 0.10908317565917969 -3 70
50.0 -1.9738062620162964 0.10908317565917969 -8 70
50.0 -1.842901587486267 0.10908317565917969 -11 70
50.0 -1.8865365982055664 0.10908318310976028 -10 70
50.0 -1.7992663383483887 0.15271636843681335 -12 69
50.0 -1.9738061428070068 0.15271638333797455 -8 69
50.0 -1.9301713705062866 0.15271638333797455 -9 69
50.0 -1.6683597564697266 0.15271638333797455 -15 69
50.0 -1.5374510288238525 0.15271638333797455 -18 69
50.0 -2.2792460918426514 0.15271639823913574 -1 69
50.0 -2.235612154006958 0.15271639823913574 -2 69
50.0 -2.1919779777526855 0.15271639823913574 -3 69
50.0 -2.148343801498413 0.15271639823913574 -4 69
50.0 -2.0174407958984375 0.15271639823913574 -7 69
50.0 -1.8865365982055664 0.15271639823913574 -10 69
50.0 -1.842901587486267 0.15271639823913574 -11 69
50.0 -1.7556309700012207 0.15271639823913574 -13 69
50.0 -1.7119956016540527 0.15271639823913574 -14 69
50.0 -1.6247239112854004 0.15271639823913574 -16 69
50.0 -1.5810877084732056 0.15271639823913574 -17 69
50.0 -1.4938143491744995 0.15271639823913574 -19 69
50.0 -2.1047096252441406 0.15271641314029694 -5 69
50.0 -2.061075210571289 0.15271641314029694 -6 69
50.0 -1.7992664575576782 0.1963495910167694 -12 68
50.0 -2.0174407958984375 0.1963496059179306 -7 68
50.0 -2.2792460918426514 0.1963496208190918 -1 68
50.0 -2.235612154006958 0.1963496208190918 -2 68
50.0 -2.1919779777526855 0.1963496208190918 -3 68
50.0 -2.148343801498413 0.1963496208190918 -4 68
50.0 -2.1047096252441406 0.1963496208190918 -5 68
50.0 -2.061075210571289 0.1963496208190918 -6 68
50.0 -1.9301713705062866 0.1963496208190918 -9 68
50.0 -1.8865364789962769 0.1963496208190918 -10 68
50.0 -1.842901587486267 0.1963496208190918 -11 68
50.0 -1.7556309700012207 0.1963496208190918 -13 68
50.0 -1.7119956016540527 0.1963496208190918 -14 68
50.0 -1.6683597564697266 0.1963496208190918 -15 68
50.0 -1.5810877084732056 0.1963496208190918 -17 68
50.0 -1.5374510288238525 0.1963496208190918 -18 68
50.0 -1.9738061428070068 0.196349635720253 -8 68
50.0 -1.6247239112854004 0.196349635720253 -16 68
50.0 -1.4938143491744995 0.196349635720253 -19 68
50.0 -2.0174407958984375 0.23998282849788666 -7 67
50.0 -1.842901587486267 0.23998282849788666 -11 67
50.0 -1.5374510288238525 0.23998282849788666 -18 67
50.0 -2.2792463302612305 0.23998284339904785 -1 67
50.0 -2.235612154006958 0.23998284339904785 -2 67
50.0 -1.8865364789962769 0.23998284339904785 -10 67
50.0 -1.7992664575576782 0.23998284339904785 -12 67
50.0 -1.7556309700012207 0.23998284339904785 -13 67
50.0 -1.5810877084732056 0.23998284339904785 -17 67
50.0 -2.148344039916992 0.23998285830020905 -4 67
50.0 -2.1047096252441406 0.23998285830020905 -5 67
50.0 -2.061075210571289 0.23998285830020905 -6 67
50.0 -1.9738060235977173 0.23998285830020905 -8 67
50.0 -1.9301713705062866 0.23998285830020905 -9 67
50.0 -1.7119956016540527 0.23998285830020905 -14 67
50.0 -1.6683597564697266 0.23998285830020905 -15 67
50.0 -1.6247239112854004 0.23998285830020905 -16 67
50.0 -1.4938143491744995 0.23998285830020905 -19 67
50.0 -2.1919779777526855 0.23998287320137024 -3 67
50.0 -1.8865364789962769 0.2836160361766815 -10 66
50.0 -2.235612154006958 0.2836160659790039 -2 66
50.0 -2.148343801498413 0.2836160659790039 -4 66
50.0 -1.7556309700012207 0.2836160659790039 -13 66
50.0 -1.581087589263916 0.2836160659790039 -17 66
50.0 -2.2792463302612305 0.2836160957813263 -1 66
50.0 -2.061075210571289 0.2836160957813263 -6 66
50.0 -2.0174407958984375 0.2836160957813263 -7 66
50.0 -1.9738060235977173 0.2836160957813263 -8 66
50.0 -1.842901587486267 0.2836160957813263 -11 66
50.0 -1.7992664575576782 0.2836160957813263 -12 66
50.0 -1.7119956016540527 0.2836160957813263 -14 66
50.0 -1.6683597564697266 0.2836160957813263 -15 66
50.0 -1.6247239112854004 0.2836160957813263 -16 66
50.0 -1.5374510288238525 0.2836160957813263 -18 66
50.0 -2.1919779777526855 0.2836161255836487 -3 66
50.0 -2.1047096252441406 0.2836161255836487 -5 66
50.0 -1.9301713705062866 0.2836161255836487 -9 66
50.0 -1.4938143491744995 0.2836161255836487 -19 66
50.0 -2.2792463302612305 0.32724928855895996 -1 65
50.0 -2.1047096252441406 0.32724928855895996 -5 65
50.0 -1.9738060235977173 0.32724928855895996 -8 65
50.0 -1.8865365982055664 0.32724928855895996 -10 65
50.0 -1.7556309700012207 0.32724928855895996 -13 65
50.0 -1.6247239112854004 0.32724928855895996 -16 65
50.0 -1.49381422996521 0.32724928855895996 -19 65
50.0 -2.235612154006958 0.32724931836128235 -2 65
50.0 -1.9301714897155762 0.32724931836128235 -9 65
50.0 -1.7992664575576782 0.32724931836128235 -12 65
50.0 -1.581087589263916 0.32724931836128235 -17 65
50.0 -1.5374510288238525 0.32724931836128235 -18 65
50.0 -2.1919779777526855 0.32724934816360474 -3 65
50.0 -2.148344039916992 0.32724934816360474 -4 65
50.0 -2.061075210571289 0.32724934816360474 -6 65
50.0 -2.0174407958984375 0.32724934816360474 -7 65
50.0 -1.842901587486267 0.32724934816360474 -11 65
50.0 -1.7119956016540527 0.32724934816360474 -14 65
50.0 -1.6683597564697266 0.32724934816360474 -15 65
50.0 -2.235612154006958 0.370882511138916 -2 64
50.0 -1.9301713705062866 0.370882511138916 -9 64
50.0 -1.8865364789962769 0.370882511138916 -10 64
50.0 -1.7119956016540527 0.370882511138916 -14 64
50.0 -1.6683597564697266 0.370882511138916 -15 64
50.0 -1.6247239112854004 0.370882511138916 -16 64
50.0 -2.2792463302612305 0.3708825409412384 -1 64
50.0 -2.148343801498413 0.3708825409412384 -4 64
50.0 -2.061075210571289 0.3708825409412384 -6 64
50.0 -1.9738061428070068 0.3708825409412384 -8 64
50.0 -1.842901587486267 0.3708825409412384 -11 64
50.0 -1.7992664575576782 0.3708825409412384 -12 64
50.0 -1.7556310892105103 0.3708825409412384 -13 64
50.0 -1.581087589263916 0.3708825409412384 -17 64
50.0 -1.5374510288238525 0.3708825409412384 -18 64
50.0 -2.1919779777526855 0.3708825707435608 -3 64
50.0 -2.1047096252441406 0.3708825707435608 -5 64
50.0 -1.4938143491744995 0.3708825707435608 -19 64
50.0 -2.0174407958984375 0.3708826005458832 -7 64
50.0 -1.9738060235977173 0.41451573371887207 -8 63
50.0 -1.8865364789962769 0.41451573371887207 -10 63
50.0 -2.2792463302612305 0.41451576352119446 -1 63
50.0 -2.0174407958984375 0.41451576352119446 -7 63
50.0 -1.842901587486267 0.41451576352119446 -11 63
50.0 -1.7992664575576782 0.41451576352119446 -12 63
50.0 -1.7119956016540527 0.41451576352119446 -14 63
50.0 -1.6683598756790161 0.41451576352119446 -15 63
50.0 -2.235612154006958 0.41451579332351685 -2 63
50.0 -2.1919779777526855 0.41451579332351685 -3 63
50.0 -2.148343801498413 0.41451579332351685 -4 63
50.0 -2.1047096252441406 0.41451579332351685 -5 63
50.0 -2.061075210571289 0.41451579332351685 -6 63
50.0 -1.9301713705062866 0.41451579332351685 -9 63
50.0 -1.7556309700012207 0.41451579332351685 -13 63
50.0 -1.6247239112854004 0.41451579332351685 -16 63
50.0 -1.5810877084732056 0.41451579332351685 -17 63
50.0 -1.537451148033142 0.41451579332351685 -18 63
50.0 -1.4938143491744995 0.41451579332351685 -19 63
50.0 -1.6247239112854004 0.45814892649650574 -16 62
50.0 -2.1919779777526855 0.4581489861011505 -3 62
50.0 -2.0174407958984375 0.4581489861011505 -7 62
50.0 -1.9738061428070068 0.4581489861011505 -8 62
50.0 -1.842901587486267 0.4581489861011505 -11 62
50.0 -2.2792463302612305 0.4581490159034729 -1 62
50.0 -2.148344039916992 0.4581490159034729 -4 62
50.0 -2.1047096252441406 0.4581490159034729 -5 62
50.0 -1.8865364789962769 0.4581490159034729 -10 62
50.0 -1.7992664575576782 0.4581490159034729 -12 62
50.0 -1.7556312084197998 0.4581490159034729 -13 62
50.0 -1.7119956016540527 0.4581490159034729 -14 62
50.0 -1.5374510288238525 0.4581490159034729 -18 62
50.0 -1.4938143491744995 0.4581490159034729 -19 62
50.0 -2.235612154006958 0.4581490457057953 -2 62
50.0 -2.061075210571289 0.4581490457057953 -6 62
50.0 -1.9301714897155762 0.4581490457057953 -9 62
50.0 -1.6683598756790161 0.4581490457057953 -15 62
50.0 -1.5810877084732056 0.4581490457057953 -17 62
50.0 -2.2792463302612305 0.501782238483429 -1 61
50.0 -2.235612154006958 0.501782238483429 -2 61
50.0 -2.1919779777526855 0.501782238483429 -3 61
50.0 -2.148343801498413 0.501782238483429 -4 61
50.0 -2.1047096252441406 0.501782238483429 -5 61
50.0 -2.061075210571289 0.501782238483429 -6 61
50.0 -2.0174407958984375 0.501782238483429 -7 61
50.0 -1.9738060235977173 0.501782238483429 -8 61
50.0 -1.9301713705062866 0.501782238483429 -9 61
50.0 -1.8865364789962769 0.501782238483429 -10 61
50.0 -1.842901587486267 0.501782238483429 -11 61
50.0 -1.7992664575576782 0.501782238483429 -12 61
50.0 -1.7119956016540527 0.501782238483429 -14 61
50.0 -1.6683597564697266 0.501782238483429 -15 61
50.0 -1.6247239112854004 0.501782238483429 -16 61
50.0 -1.5810877084732056 0.501782238483429 -17 61
50.0 -1.537451148033142 0.501782238483429 -18 61
50.0 -1.4938143491744995 0.501782238483429 -19 61
50.0 -1.7556310892105103 0.5017822980880737 -13 61
50.0 -2.235612154006958 0.545415461063385 -2 60
50.0 -2.1919779777526855 0.545415461063385 -3 60
50.0 -2.0174407958984375 0.545415461063385 -7 60
50.0 -1.9738060235977173 0.545415461063385 -8 60
50.0 -1.9301713705062866 0.545415461063385 -9 60
50.0 -1.8865365982055664 0.545415461063385 -10 60
50.0 -1.842901587486267 0.545415461063385 -11 60
50.0 -1.7992664575576782 0.545415461063385 -12 60
50.0 -1.7556310892105103 0.545415461063385 -13 60
50.0 -1.7119956016540527 0.545415461063385 -14 60
50.0 -1.6683597564697266 0.545415461063385 -15 60
50.0 -1.581087589263916 0.545415461063385 -17 60
50.0 -1.4938141107559204 0.545415461063385 -19 60
50.0 -2.2792463302612305 0.5454155206680298 -1 60
50.0 -2.148344039916992 0.5454155206680298 -4 60
50.0 -2.1047096252441406 0.5454155206680298 -5 60
50.0 -2.061075210571289 0.5454155206680298 -6 60
50.0 -1.6247239112854004 0.5454155206680298 -16 60
50.0 -1.5374510288238525 0.5454155206680298 -18 60
50.0 -2.2792463302612305 0.5890486836433411 -1 59
50.0 -2.235612154006958 0.5890486836433411 -2 59
50.0 -2.1919779777526855 0.5890486836433411 -3 59
50.0 -2.148343801498413 0.5890486836433411 -4 59
50.0 -2.1047096252441406 0.5890486836433411 -5 59
50.0 -2.061075210571289 0.5890486836433411 -6 59
50.0 -2.0174407958984375 0.5890486836433411 -7 59
50.0 -1.9301713705062866 0.5890486836433411 -9 59
50.0 -1.8865364789962769 0.5890486836433411 -10 59
50.0 -1.7992664575576782 0.5890486836433411 -12 59
50.0 -1.7556309700012207 0.5890486836433411 -13 59
50.0 -1.6683597564697266 0.5890486836433411 -15 59
50.0 -1.537451148033142 0.5890486836433411 -18 59
50.0 -1.4938141107559204 0.5890486836433411 -19 59
50.0 -1.9738061428070068 0.5890487432479858 -8 59
50.0 -1.842901587486267 0.5890487432479858 -11 59
50.0 -1.7119956016540527 0.5890487432479858 -14 59
50.0 -1.6247239112854004 0.5890487432479858 -16 59
50.0 -1.5810877084732056 0.5890487432479858 -17 59
50.0 -1.8865364789962769 0.6326818466186523 -10 58
50.0 -1.6247239112854004 0.6326818466186523 -16 58
50.0 -2.2792463302612305 0.6326819062232971 -1 58
50.0 -2.1047096252441406 0.6326819062232971 -5 58
50.0 -2.061075210571289 0.6326819062232971 -6 58
50.0 -1.7992664575576782 0.6326819062232971 -12 58
50.0 -1.5810877084732056 0.6326819062232971 -17 58
50.0 -1.5374510288238525 0.6326819062232971 -18 58
50.0 -2.235612154006958 0.6326819658279419 -2 58
50.0 -2.1919779777526855 0.6326819658279419 -3 58
50.0 -2.148344039916992 0.6326819658279419 -4 58
50.0 -2.0174407958984375 0.6326819658279419 -7 58
50.0 -1.9738061428070068 0.6326819658279419 -8 58
50.0 -1.9301713705062866 0.6326819658279419 -9 58
50.0 -1.842901587486267 0.6326819658279419 -11 58
50.0 -1.7556309700012207 0.6326819658279419 -13 58
50.0 -1.7119956016540527 0.6326819658279419 -14 58
50.0 -1.6683598756790161 0.6326819658279419 -15 58
50.0 -1.4938143491744995 0.6326819658279419 -19 58
50.0 -2.2792463302612305 0.6763151288032532 -1 57
50.0 -2.235612154006958 0.6763151288032532 -2 57
50.0 -2.061075210571289 0.6763151288032532 -6 57
50.0 -1.9301713705062866 0.6763151288032532 -9 57
50.0 -1.8865364789962769 0.6763151288032532 -10 57
50.0 -1.842901587486267 0.6763151288032532 -11 57
50.0 -1.7992664575576782 0.6763151288032532 -12 57
50.0 -1.7556309700012207 0.6763151288032532 -13 57
50.0 -1.7119956016540527 0.6763151288032532 -14 57
50.0 -1.6247237920761108 0.6763151288032532 -16 57
50.0 -1.5810877084732056 0.6763151288032532 -17 57
50.0 -1.4938143491744995 0.6763151288032532 -19 57
50.0 -2.1919779777526855 0.676315188407898 -3 57
50.0 -2.148344039916992 0.676315188407898 -4 57
50.0 -2.1047096252441406 0.676315188407898 -5 57
50.0 -2.0174407958984375 0.676315188407898 -7 57
50.0 -1.9738060235977173 0.676315188407898 -8 57
50.0 -1.6683597564697266 0.676315188407898 -15 57
