layer triggercelleta triggercellphi triggercellieta triggercelliphi
42.0 -1.5791796445846558 -2.596177101135254 -14 132
42.0 -1.536436676979065 -2.596177101135254 -15 132
42.0 -1.4937665462493896 -2.596177101135254 -16 132
42.0 -1.451174259185791 -2.596177101135254 -17 132
42.0 -1.4086657762527466 -2.596177101135254 -18 132
42.0 -1.3769177198410034 -2.596177101135254 -19 132
42.0 -1.8783717155456543 -2.552543878555298 -7 131
42.0 -1.8369078636169434 -2.552543878555298 -8 131
42.0 -1.793823003768921 -2.552543878555298 -9 131
42.0 -1.750784993171692 -2.552543878555298 -10 131
42.0 -1.707797646522522 -2.552543878555298 -11 131
42.0 -1.6648646593093872 -2.552543878555298 -12 131
42.0 -1.62199068069458 -2.552543878555298 -13 131
42.0 -1.5791797637939453 -2.552543878555298 -14 131
42.0 -1.5364367961883545 -2.552543878555298 -15 131
42.0 -1.4937665462493896 -2.552543878555298 -16 131
42.0 -1.451174259185791 -2.552543878555298 -17 131
42.0 -1.408665657043457 -2.552543878555298 -18 131
42.0 -1.376917839050293 -2.552543878555298 -19 131
42.0 -1.8783717155456543 -2.508910655975342 -7 130
42.0 -1.8369078636169434 -2.508910655975342 -8 130
42.0 -1.793823003768921 -2.508910655975342 -9 130
42.0 -1.7507848739624023 -2.508910655975342 -10 130
42.0 -1.7077975273132324 -2.508910655975342 -11 130
42.0 -1.6648647785186768 -2.508910655975342 -12 130
42.0 -1.621990442276001 -2.508910655975342 -13 130
42.0 -1.5791797637939453 -2.508910655975342 -14 130
42.0 -1.536436676979065 -2.508910655975342 -15 130
42.0 -1.4937665462493896 -2.508910655975342 -16 130
42.0 -1.451174259185791 -2.508910655975342 -17 130
42.0 -1.408665657043457 -2.508910655975342 -18 130
42.0 -1.3769177198410034 -2.508910655975342 -19 130
42.0 -1.8783718347549438 -2.4652774333953857 -7 129
42.0 -1.8369078636169434 -2.4652774333953857 -8 129
42.0 -1.793823003768921 -2.4652774333953857 -9 129
42.0 -1.7507848739624023 -2.4652774333953857 -10 129
42.0 -1.7077975273132324 -2.4652774333953857 -11 129
42.0 -1.6648647785186768 -2.4652774333953857 -12 129
42.0 -1.621990442276001 -2.4652774333953857 -13 129
42.0 -1.5791797637939453 -2.4652774333953857 -14 129
42.0 -1.536436676979065 -2.4652774333953857 -15 129
42.0 -1.4937664270401 -2.4652774333953857 -16 129
42.0 -1.451174259185791 -2.4652774333953857 -17 129
42.0 -1.408665657043457 -2.4652774333953857 -18 129
42.0 -1.3769177198410034 -2.4652774333953857 -19 129
42.0 -1.8783717155456543 -2.4216442108154297 -7 128
42.0 -1.8369078636169434 -2.4216442108154297 -8 128
42.0 -1.793823003768921 -2.4216442108154297 -9 128
42.0 -1.750784993171692 -2.4216442108154297 -10 128
42.0 -1.7077975273132324 -2.4216442108154297 -11 128
42.0 -1.6648647785186768 -2.4216442108154297 -12 128
42.0 -1.6219905614852905 -2.4216442108154297 -13 128
42.0 -1.5791797637939453 -2.4216442108154297 -14 128
42.0 -1.536436676979065 -2.4216442108154297 -15 128
42.0 -1.4937665462493896 -2.4216442108154297 -16 128
42.0 -1.451174259185791 -2.4216442108154297 -17 128
42.0 -1.4086657762527466 -2.4216442108154297 -18 128
42.0 -1.376917839050293 -2.4216442108154297 -19 128
42.0 -1.8783717155456543 -2.3780109882354736 -7 127
42.0 -1.8369078636169434 -2.3780109882354736 -8 127
42.0 -1.793823003768921 -2.3780109882354736 -9 127
42.0 -1.7507848739624023 -2.3780109882354736 -10 127
42.0 -1.707797646522522 -2.3780109882354736 -11 127
42.0 -1.6648647785186768 -2.3780109882354736 -12 127
42.0 -1.6219905614852905 -2.3780109882354736 -13 127
42.0 -1.5791797637939453 -2.3780109882354736 -14 127
42.0 -1.536436676979065 -2.3780109882354736 -15 127
42.0 -1.4937664270401 -2.3780109882354736 -16 127
42.0 -1.451174259185791 -2.3780109882354736 -17 127
42.0 -1.408665657043457 -2.3780109882354736 -18 127
42.0 -1.376917839050293 -2.3780109882354736 -19 127
42.0 -1.8783717155456543 -2.3343777656555176 -7 126
42.0 -1.8369078636169434 -2.3343777656555176 -8 126
42.0 -1.793823003768921 -2.3343777656555176 -9 126
42.0 -1.750784993171692 -2.3343777656555176 -10 126
42.0 -1.7077975273132324 -2.3343777656555176 -11 126
42.0 -1.6648647785186768 -2.3343777656555176 -12 126
42.0 -1.6219905614852905 -2.3343777656555176 -13 126
42.0 -1.5791797637939453 -2.3343777656555176 -14 126
42.0 -1.536436676979065 -2.3343777656555176 -15 126
42.0 -1.4937665462493896 -2.3343777656555176 -16 126
42.0 -1.451174259185791 -2.3343777656555176 -17 126
42.0 -1.408665657043457 -2.3343777656555176 -18 126
42.0 -1.3769177198410034 -2.3343777656555176 -19 126
42.0 -1.8783717155456543 -2.2907445430755615 -7 125
42.0 -1.8369078636169434 -2.2907445430755615 -8 125
42.0 -1.793823003768921 -2.2907445430755615 -9 125
42.0 -1.7507848739624023 -2.2907445430755615 -10 125
42.0 -1.707797646522522 -2.2907445430755615 -11 125
42.0 -1.621990442276001 -2.2907445430755615 -13 125
42.0 -1.5791797637939453 -2.2907445430755615 -14 125
42.0 -1.536436676979065 -2.2907445430755615 -15 125
42.0 -1.4937664270401 -2.2907445430755615 -16 125
42.0 -1.451174259185791 -2.2907445430755615 -17 125
42.0 -1.408665657043457 -2.2907445430755615 -18 125
42.0 -1.376917839050293 -2.2907445430755615 -19 125
42.0 -1.6648647785186768 -2.2907443046569824 -12 125
42.0 -1.8783718347549438 -2.2471113204956055 -7 124
42.0 -1.8369078636169434 -2.2471113204956055 -8 124
42.0 -1.793823003768921 -2.2471113204956055 -9 124
42.0 -1.750784993171692 -2.2471113204956055 -10 124
42.0 -1.707797646522522 -2.2471113204956055 -11 124
42.0 -1.6648647785186768 -2.2471113204956055 -12 124
42.0 -1.621990442276001 -2.2471113204956055 -13 124
42.0 -1.5791797637939453 -2.2471113204956055 -14 124
42.0 -1.5364367961883545 -2.2471113204956055 -15 124
42.0 -1.4937664270401 -2.2471113204956055 -16 124
42.0 -1.451174259185791 -2.2471113204956055 -17 124
42.0 -1.408665657043457 -2.2471113204956055 -18 124
42.0 -1.376917839050293 -2.2471113204956055 -19 124
42.0 -1.8783717155456543 -2.2034780979156494 -7 123
42.0 -1.8369078636169434 -2.2034780979156494 -8 123
42.0 -1.793823003768921 -2.2034780979156494 -9 123
42.0 -1.750784993171692 -2.2034780979156494 -10 123
42.0 -1.707797646522522 -2.2034780979156494 -11 123
42.0 -1.6648647785186768 -2.2034780979156494 -12 123
42.0 -1.621990442276001 -2.2034780979156494 -13 123
42.0 -1.5791797637939453 -2.2034780979156494 -14 123
42.0 -1.536436676979065 -2.2034780979156494 -15 123
42.0 -1.4937665462493896 -2.2034780979156494 -16 123
42.0 -1.451174259185791 -2.2034780979156494 -17 123
42.0 -1.3769177198410034 -2.2034780979156494 -19 123
42.0 -1.408665657043457 -2.2034778594970703 -18 123
42.0 -1.8783717155456543 -2.1598448753356934 -7 122
42.0 -1.8369078636169434 -2.1598448753356934 -8 122
42.0 -1.793823003768921 -2.1598448753356934 -9 122
42.0 -1.7507851123809814 -2.1598448753356934 -10 122
42.0 -1.707797646522522 -2.1598448753356934 -11 122
42.0 -1.6648647785186768 -2.1598448753356934 -12 122
42.0 -1.6219905614852905 -2.1598448753356934 -13 122
42.0 -1.5791797637939453 -2.1598448753356934 -14 122
42.0 -1.536436676979065 -2.1598448753356934 -15 122
42.0 -1.4937665462493896 -2.1598448753356934 -16 122
42.0 -1.451174259185791 -2.1598448753356934 -17 122
42.0 -1.4086657762527466 -2.1598448753356934 -18 122
42.0 -1.376917839050293 -2.1598448753356934 -19 122
42.0 -1.8783718347549438 -2.1162116527557373 -7 121
42.0 -1.8369078636169434 -2.116211414337158 -8 121
42.0 -1.7938228845596313 -2.116211414337158 -9 121
42.0 -1.750784993171692 -2.116211414337158 -10 121
42.0 -1.707797646522522 -2.116211414337158 -11 121
42.0 -1.6648647785186768 -2.116211414337158 -12 121
42.0 -1.621990442276001 -2.116211414337158 -13 121
42.0 -1.5791797637939453 -2.116211414337158 -14 121
42.0 -1.536436676979065 -2.116211414337158 -15 121
42.0 -1.4937664270401 -2.116211414337158 -16 121
42.0 -1.451174259185791 -2.116211414337158 -17 121
42.0 -1.408665657043457 -2.116211414337158 -18 121
42.0 -1.376917839050293 -2.116211414337158 -19 121
42.0 -1.8369078636169434 -2.0725784301757812 -8 120
42.0 -1.793823003768921 -2.0725784301757812 -9 120
42.0 -1.750784993171692 -2.0725784301757812 -10 120
42.0 -1.707797646522522 -2.0725784301757812 -11 120
42.0 -1.6648647785186768 -2.0725784301757812 -12 120
42.0 -1.621990442276001 -2.0725784301757812 -13 120
42.0 -1.5791797637939453 -2.0725784301757812 -14 120
42.0 -1.4937665462493896 -2.0725784301757812 -16 120
42.0 -1.451174259185791 -2.0725784301757812 -17 120
42.0 -1.4086658954620361 -2.0725784301757812 -18 120
42.0 -1.376917839050293 -2.0725784301757812 -19 120
42.0 -1.8783717155456543 -2.072578191757202 -7 120
42.0 -1.536436676979065 -2.072578191757202 -15 120
42.0 -1.8783718347549438 -2.028944969177246 -7 119
42.0 -1.8369078636169434 -2.028944969177246 -8 119
42.0 -1.793823003768921 -2.028944969177246 -9 119
42.0 -1.7507848739624023 -2.028944969177246 -10 119
42.0 -1.7077975273132324 -2.028944969177246 -11 119
42.0 -1.6648647785186768 -2.028944969177246 -12 119
42.0 -1.6219905614852905 -2.028944969177246 -13 119
42.0 -1.5791797637939453 -2.028944969177246 -14 119
42.0 -1.536436676979065 -2.028944969177246 -15 119
42.0 -1.4937664270401 -2.028944969177246 -16 119
42.0 -1.451174259185791 -2.028944969177246 -17 119
42.0 -1.408665657043457 -2.028944969177246 -18 119
42.0 -1.376917839050293 -2.028944969177246 -19 119
42.0 -1.8783717155456543 -1.9853118658065796 -7 118
42.0 -1.8369078636169434 -1.9853118658065796 -8 118
42.0 -1.793823003768921 -1.9853118658065796 -9 118
42.0 -1.750784993171692 -1.9853118658065796 -10 118
42.0 -1.707797646522522 -1.9853118658065796 -11 118
42.0 -1.6648647785186768 -1.9853118658065796 -12 118
42.0 -1.621990442276001 -1.9853118658065796 -13 118
42.0 -1.5791797637939453 -1.9853118658065796 -14 118
42.0 -1.536436676979065 -1.9853118658065796 -15 118
42.0 -1.4937664270401 -1.9853118658065796 -16 118
42.0 -1.451174259185791 -1.9853118658065796 -17 118
42.0 -1.4086657762527466 -1.9853118658065796 -18 118
42.0 -1.376917839050293 -1.9853118658065796 -19 118
42.0 -1.8783717155456543 -1.9416786432266235 -7 117
42.0 -1.836907982826233 -1.9416786432266235 -8 117
42.0 -1.793823003768921 -1.9416786432266235 -9 117
42.0 -1.750784993171692 -1.9416786432266235 -10 117
42.0 -1.707797646522522 -1.9416786432266235 -11 117
42.0 -1.6648647785186768 -1.9416786432266235 -12 117
42.0 -1.62199068069458 -1.9416786432266235 -13 117
42.0 -1.5791797637939453 -1.9416786432266235 -14 117
42.0 -1.5364367961883545 -1.9416786432266235 -15 117
42.0 -1.4937664270401 -1.9416786432266235 -16 117
42.0 -1.451174259185791 -1.9416786432266235 -17 117
42.0 -1.408665657043457 -1.9416786432266235 -18 117
42.0 -1.3769177198410034 -1.9416786432266235 -19 117
42.0 -1.8783718347549438 -1.8980454206466675 -7 116
42.0 -1.8369078636169434 -1.8980454206466675 -8 116
42.0 -1.793823003768921 -1.8980454206466675 -9 116
42.0 -1.750784993171692 -1.8980454206466675 -10 116
42.0 -1.7077975273132324 -1.8980454206466675 -11 116
42.0 -1.6648647785186768 -1.8980454206466675 -12 116
42.0 -1.6219905614852905 -1.8980454206466675 -13 116
42.0 -1.5791797637939453 -1.8980454206466675 -14 116
42.0 -1.5364367961883545 -1.8980454206466675 -15 116
42.0 -1.4937665462493896 -1.8980454206466675 -16 116
42.0 -1.451174259185791 -1.8980454206466675 -17 116
42.0 -1.408665657043457 -1.8980454206466675 -18 116
42.0 -1.3769177198410034 -1.8980454206466675 -19 116
42.0 -1.8783717155456543 -1.8544121980667114 -7 115
42.0 -1.8369078636169434 -1.8544121980667114 -8 115
42.0 -1.793823003768921 -1.8544121980667114 -9 115
42.0 -1.750784993171692 -1.8544121980667114 -10 115
42.0 -1.707797646522522 -1.8544121980667114 -11 115
42.0 -1.6648647785186768 -1.8544121980667114 -12 115
42.0 -1.621990442276001 -1.8544121980667114 -13 115
42.0 -1.5791796445846558 -1.8544121980667114 -14 115
42.0 -1.5364367961883545 -1.8544121980667114 -15 115
42.0 -1.4937665462493896 -1.8544121980667114 -16 115
42.0 -1.451174259185791 -1.8544121980667114 -17 115
42.0 -1.4086658954620361 -1.8544121980667114 -18 115
42.0 -1.376917839050293 -1.8544121980667114 -19 115
42.0 -1.8783718347549438 -1.8107789754867554 -7 114
42.0 -1.8369078636169434 -1.8107789754867554 -8 114
42.0 -1.793823003768921 -1.8107789754867554 -9 114
42.0 -1.7077975273132324 -1.8107789754867554 -11 114
42.0 -1.6648647785186768 -1.8107789754867554 -12 114
42.0 -1.6219905614852905 -1.8107789754867554 -13 114
42.0 -1.5791797637939453 -1.8107789754867554 -14 114
42.0 -1.451174259185791 -1.8107789754867554 -17 114
42.0 -1.408665657043457 -1.8107789754867554 -18 114
42.0 -1.3769177198410034 -1.8107789754867554 -19 114
42.0 -1.750784993171692 -1.8107788562774658 -10 114
42.0 -1.536436676979065 -1.8107788562774658 -15 114
42.0 -1.4937664270401 -1.8107788562774658 -16 114
42.0 -1.8783718347549438 -1.7671457529067993 -7 113
42.0 -1.8369078636169434 -1.7671457529067993 -8 113
42.0 -1.793823003768921 -1.7671457529067993 -9 113
42.0 -1.707797646522522 -1.7671457529067993 -11 113
42.0 -1.6648647785186768 -1.7671457529067993 -12 113
42.0 -1.6219905614852905 -1.7671457529067993 -13 113
42.0 -1.5791797637939453 -1.7671457529067993 -14 113
42.0 -1.5364367961883545 -1.7671457529067993 -15 113
42.0 -1.4937665462493896 -1.7671457529067993 -16 113
42.0 -1.4086657762527466 -1.7671457529067993 -18 113
42.0 -1.3769177198410034 -1.7671457529067993 -19 113
42.0 -1.7507848739624023 -1.7671456336975098 -10 113
42.0 -1.451174259185791 -1.7671456336975098 -17 113
42.0 -1.8783718347549438 -1.7235125303268433 -7 112
42.0 -1.8369078636169434 -1.7235125303268433 -8 112
42.0 -1.376917839050293 -1.7235125303268433 -19 112
42.0 -1.793823003768921 -1.7235124111175537 -9 112
42.0 -1.7507848739624023 -1.7235124111175537 -10 112
42.0 -1.7077975273132324 -1.7235124111175537 -11 112
42.0 -1.6648646593093872 -1.7235124111175537 -12 112
42.0 -1.6219905614852905 -1.7235124111175537 -13 112
42.0 -1.5791797637939453 -1.7235124111175537 -14 112
42.0 -1.5364367961883545 -1.7235124111175537 -15 112
42.0 -1.4937664270401 -1.7235124111175537 -16 112
42.0 -1.451174259185791 -1.7235124111175537 -17 112
42.0 -1.408665657043457 -1.7235124111175537 -18 112
42.0 -1.8783717155456543 -1.6798791885375977 -7 111
42.0 -1.8369078636169434 -1.6798791885375977 -8 111
42.0 -1.793823003768921 -1.6798791885375977 -9 111
42.0 -1.750784993171692 -1.6798791885375977 -10 111
42.0 -1.707797646522522 -1.6798791885375977 -11 111
42.0 -1.6648646593093872 -1.6798791885375977 -12 111
42.0 -1.621990442276001 -1.6798791885375977 -13 111
42.0 -1.5791797637939453 -1.6798791885375977 -14 111
42.0 -1.5364365577697754 -1.6798791885375977 -15 111
42.0 -1.4937664270401 -1.6798791885375977 -16 111
42.0 -1.451174259185791 -1.6798791885375977 -17 111
42.0 -1.4086658954620361 -1.6798791885375977 -18 111
42.0 -1.376917839050293 -1.6798791885375977 -19 111
42.0 -1.8783717155456543 -1.6362459659576416 -7 110
42.0 -1.8369078636169434 -1.6362459659576416 -8 110
42.0 -1.793823003768921 -1.6362459659576416 -9 110
42.0 -1.7507848739624023 -1.6362459659576416 -10 110
42.0 -1.7077975273132324 -1.6362459659576416 -11 110
42.0 -1.6648646593093872 -1.6362459659576416 -12 110
42.0 -1.6219905614852905 -1.6362459659576416 -13 110
42.0 -1.5791797637939453 -1.6362459659576416 -14 110
42.0 -1.5364367961883545 -1.6362459659576416 -15 110
42.0 -1.4937665462493896 -1.6362459659576416 -16 110
42.0 -1.451174259185791 -1.6362459659576416 -17 110
42.0 -1.408665657043457 -1.6362459659576416 -18 110
42.0 -1.3769177198410034 -1.6362459659576416 -19 110
42.0 -1.8783717155456543 -1.5926127433776855 -7 109
42.0 -1.8369078636169434 -1.5926127433776855 -8 109
42.0 -1.793823003768921 -1.5926127433776855 -9 109
42.0 -1.7507848739624023 -1.5926127433776855 -10 109
42.0 -1.7077975273132324 -1.5926127433776855 -11 109
42.0 -1.6648647785186768 -1.5926127433776855 -12 109
42.0 -1.6219905614852905 -1.5926127433776855 -13 109
42.0 -1.5791795253753662 -1.5926127433776855 -14 109
42.0 -1.536436676979065 -1.5926127433776855 -15 109
42.0 -1.4937664270401 -1.5926127433776855 -16 109
42.0 -1.451174259185791 -1.5926127433776855 -17 109
42.0 -1.408665657043457 -1.5926127433776855 -18 109
42.0 -1.376917839050293 -1.5926127433776855 -19 109
42.0 -1.8783717155456543 -1.5489795207977295 -7 108
42.0 -1.836907982826233 -1.5489795207977295 -8 108
42.0 -1.793823003768921 -1.5489795207977295 -9 108
42.0 -1.7507848739624023 -1.5489795207977295 -10 108
42.0 -1.7077975273132324 -1.5489795207977295 -11 108
42.0 -1.6648647785186768 -1.5489795207977295 -12 108
42.0 -1.621990442276001 -1.5489795207977295 -13 108
42.0 -1.5791797637939453 -1.5489795207977295 -14 108
42.0 -1.536436676979065 -1.5489795207977295 -15 108
42.0 -1.4937664270401 -1.5489795207977295 -16 108
42.0 -1.451174259185791 -1.5489795207977295 -17 108
42.0 -1.408665657043457 -1.5489795207977295 -18 108
42.0 -1.376917839050293 -1.5489795207977295 -19 108
42.0 -1.8783717155456543 -1.5053462982177734 -7 107
42.0 -1.8369078636169434 -1.5053462982177734 -8 107
42.0 -1.793823003768921 -1.5053462982177734 -9 107
42.0 -1.7507848739624023 -1.5053462982177734 -10 107
42.0 -1.707797646522522 -1.5053462982177734 -11 107
42.0 -1.6648646593093872 -1.5053462982177734 -12 107
42.0 -1.62199068069458 -1.5053462982177734 -13 107
42.0 -1.5791797637939453 -1.5053462982177734 -14 107
42.0 -1.536436676979065 -1.5053462982177734 -15 107
42.0 -1.4937664270401 -1.5053462982177734 -16 107
42.0 -1.451174259185791 -1.5053462982177734 -17 107
42.0 -1.408665657043457 -1.5053462982177734 -18 107
42.0 -1.3769177198410034 -1.5053462982177734 -19 107
42.0 -1.8783718347549438 -1.4617130756378174 -7 106
42.0 -1.836907982826233 -1.4617130756378174 -8 106
42.0 -1.793823003768921 -1.4617130756378174 -9 106
42.0 -1.750784993171692 -1.4617130756378174 -10 106
42.0 -1.707797646522522 -1.4617130756378174 -11 106
42.0 -1.6648647785186768 -1.4617130756378174 -12 106
42.0 -1.6219905614852905 -1.4617130756378174 -13 106
42.0 -1.5791797637939453 -1.4617130756378174 -14 106
42.0 -1.5364365577697754 -1.4617130756378174 -15 106
42.0 -1.4937664270401 -1.4617130756378174 -16 106
42.0 -1.451174259185791 -1.4617130756378174 -17 106
42.0 -1.408665657043457 -1.4617130756378174 -18 106
42.0 -1.376917839050293 -1.4617130756378174 -19 106
42.0 -1.8783717155456543 -1.4180798530578613 -7 105
42.0 -1.8369078636169434 -1.4180798530578613 -8 105
42.0 -1.793823003768921 -1.4180798530578613 -9 105
42.0 -1.750784993171692 -1.4180798530578613 -10 105
42.0 -1.707797646522522 -1.4180798530578613 -11 105
42.0 -1.6648647785186768 -1.4180798530578613 -12 105
42.0 -1.621990442276001 -1.4180798530578613 -13 105
42.0 -1.5791796445846558 -1.4180798530578613 -14 105
42.0 -1.536436676979065 -1.4180798530578613 -15 105
42.0 -1.4937665462493896 -1.4180798530578613 -16 105
42.0 -1.451174259185791 -1.4180798530578613 -17 105
42.0 -1.408665657043457 -1.4180798530578613 -18 105
42.0 -1.3769177198410034 -1.4180798530578613 -19 105
42.0 -1.8783717155456543 -1.3744466304779053 -7 104
42.0 -1.8369078636169434 -1.3744466304779053 -8 104
42.0 -1.793823003768921 -1.3744466304779053 -9 104
42.0 -1.750784993171692 -1.3744466304779053 -10 104
42.0 -1.707797646522522 -1.3744466304779053 -11 104
42.0 -1.6648646593093872 -1.3744466304779053 -12 104
42.0 -1.6219905614852905 -1.3744466304779053 -13 104
42.0 -1.5791797637939453 -1.3744466304779053 -14 104
42.0 -1.536436676979065 -1.3744466304779053 -15 104
42.0 -1.4937664270401 -1.3744466304779053 -16 104
42.0 -1.451174259185791 -1.3744466304779053 -17 104
42.0 -1.408665657043457 -1.3744466304779053 -18 104
42.0 -1.376917839050293 -1.3744466304779053 -19 104
42.0 -1.8783718347549438 -1.3308134078979492 -7 103
42.0 -1.8369078636169434 -1.3308134078979492 -8 103
42.0 -1.793823003768921 -1.3308134078979492 -9 103
42.0 -1.750784993171692 -1.3308134078979492 -10 103
42.0 -1.7077975273132324 -1.3308134078979492 -11 103
42.0 -1.6648647785186768 -1.3308134078979492 -12 103
42.0 -1.6219905614852905 -1.3308134078979492 -13 103
42.0 -1.5791797637939453 -1.3308134078979492 -14 103
42.0 -1.536436676979065 -1.3308134078979492 -15 103
42.0 -1.4937665462493896 -1.3308134078979492 -16 103
42.0 -1.451174259185791 -1.3308134078979492 -17 103
42.0 -1.408665657043457 -1.3308134078979492 -18 103
42.0 -1.3769177198410034 -1.3308134078979492 -19 103
42.0 -1.8783718347549438 -1.2871801853179932 -7 102
42.0 -1.8369078636169434 -1.2871801853179932 -8 102
42.0 -1.793823003768921 -1.2871801853179932 -9 102
42.0 -1.7507848739624023 -1.2871801853179932 -10 102
42.0 -1.707797646522522 -1.2871801853179932 -11 102
42.0 -1.6648647785186768 -1.2871801853179932 -12 102
42.0 -1.6219905614852905 -1.2871801853179932 -13 102
42.0 -1.5791797637939453 -1.2871801853179932 -14 102
42.0 -1.5364365577697754 -1.2871801853179932 -15 102
42.0 -1.4937664270401 -1.2871801853179932 -16 102
42.0 -1.451174259185791 -1.2871801853179932 -17 102
42.0 -1.408665657043457 -1.2871801853179932 -18 102
42.0 -1.3769177198410034 -1.2871801853179932 -19 102
42.0 -1.8783718347549438 -1.243546962738037 -7 101
42.0 -1.8369078636169434 -1.243546962738037 -8 101
42.0 -1.793823003768921 -1.243546962738037 -9 101
42.0 -1.7507848739624023 -1.243546962738037 -10 101
42.0 -1.707797646522522 -1.243546962738037 -11 101
42.0 -1.6648647785186768 -1.243546962738037 -12 101
42.0 -1.621990442276001 -1.243546962738037 -13 101
42.0 -1.5791797637939453 -1.243546962738037 -14 101
42.0 -1.536436676979065 -1.243546962738037 -15 101
42.0 -1.4937665462493896 -1.243546962738037 -16 101
42.0 -1.4511741399765015 -1.243546962738037 -17 101
42.0 -1.408665657043457 -1.243546962738037 -18 101
42.0 -1.376917839050293 -1.243546962738037 -19 101
42.0 -1.8783717155456543 -1.199913740158081 -7 100
42.0 -1.8369078636169434 -1.199913740158081 -8 100
42.0 -1.793823003768921 -1.199913740158081 -9 100
42.0 -1.750784993171692 -1.199913740158081 -10 100
42.0 -1.7077975273132324 -1.199913740158081 -11 100
42.0 -1.6648647785186768 -1.199913740158081 -12 100
42.0 -1.621990442276001 -1.199913740158081 -13 100
42.0 -1.5791796445846558 -1.199913740158081 -14 100
42.0 -1.5364365577697754 -1.199913740158081 -15 100
42.0 -1.4937665462493896 -1.199913740158081 -16 100
42.0 -1.451174259185791 -1.199913740158081 -17 100
42.0 -1.408665657043457 -1.199913740158081 -18 100
42.0 -1.376917839050293 -1.199913740158081 -19 100
42.0 -1.8783717155456543 -1.156280517578125 -7 99
42.0 -1.8369078636169434 -1.156280517578125 -8 99
42.0 -1.793823003768921 -1.156280517578125 -9 99
42.0 -1.7507851123809814 -1.156280517578125 -10 99
42.0 -1.7077975273132324 -1.156280517578125 -11 99
42.0 -1.6648647785186768 -1.156280517578125 -12 99
42.0 -1.621990442276001 -1.156280517578125 -13 99
42.0 -1.5791797637939453 -1.156280517578125 -14 99
42.0 -1.5364367961883545 -1.156280517578125 -15 99
42.0 -1.4937665462493896 -1.156280517578125 -16 99
42.0 -1.451174259185791 -1.156280517578125 -17 99
42.0 -1.408665657043457 -1.156280517578125 -18 99
42.0 -1.376917839050293 -1.156280517578125 -19 99
42.0 -1.8783717155456543 -1.112647294998169 -7 98
42.0 -1.8369078636169434 -1.112647294998169 -8 98
42.0 -1.793823003768921 -1.112647294998169 -9 98
42.0 -1.7507848739624023 -1.112647294998169 -10 98
42.0 -1.7077975273132324 -1.112647294998169 -11 98
42.0 -1.6648647785186768 -1.112647294998169 -12 98
42.0 -1.6219905614852905 -1.112647294998169 -13 98
42.0 -1.5791797637939453 -1.112647294998169 -14 98
42.0 -1.5364367961883545 -1.112647294998169 -15 98
42.0 -1.4937664270401 -1.112647294998169 -16 98
42.0 -1.451174259185791 -1.112647294998169 -17 98
42.0 -1.408665657043457 -1.112647294998169 -18 98
42.0 -1.376917839050293 -1.112647294998169 -19 98
42.0 -1.8783717155456543 -1.069014072418213 -7 97
42.0 -1.8369078636169434 -1.069014072418213 -8 97
42.0 -1.793823003768921 -1.069014072418213 -9 97
42.0 -1.750784993171692 -1.069014072418213 -10 97
42.0 -1.7077975273132324 -1.069014072418213 -11 97
42.0 -1.6648647785186768 -1.069014072418213 -12 97
42.0 -1.6219905614852905 -1.069014072418213 -13 97
42.0 -1.5791797637939453 -1.069014072418213 -14 97
42.0 -1.536436676979065 -1.069014072418213 -15 97
42.0 -1.4937664270401 -1.069014072418213 -16 97
42.0 -1.451174259185791 -1.069014072418213 -17 97
42.0 -1.4086657762527466 -1.069014072418213 -18 97
42.0 -1.376917839050293 -1.069014072418213 -19 97
42.0 -1.8783717155456543 -1.0253808498382568 -7 96
42.0 -1.8369078636169434 -1.0253808498382568 -8 96
42.0 -1.793823003768921 -1.0253808498382568 -9 96
42.0 -1.7507848739624023 -1.0253808498382568 -10 96
42.0 -1.621990442276001 -1.0253808498382568 -13 96
42.0 -1.5791796445846558 -1.0253808498382568 -14 96
42.0 -1.5364365577697754 -1.0253808498382568 -15 96
42.0 -1.4937665462493896 -1.0253808498382568 -16 96
42.0 -1.451174259185791 -1.0253808498382568 -17 96
42.0 -1.4086657762527466 -1.0253808498382568 -18 96
42.0 -1.376917839050293 -1.0253808498382568 -19 96
42.0 -1.707797646522522 -1.0253807306289673 -11 96
42.0 -1.6648647785186768 -1.0253807306289673 -12 96
42.0 -1.793823003768921 -0.9817476272583008 -9 95
42.0 -1.376917839050293 -0.9817476272583008 -19 95
42.0 -1.8783718347549438 -0.981747567653656 -7 95
42.0 -1.8369078636169434 -0.981747567653656 -8 95
42.0 -1.7507851123809814 -0.981747567653656 -10 95
42.0 -1.707797646522522 -0.981747567653656 -11 95
42.0 -1.6648647785186768 -0.981747567653656 -12 95
42.0 -1.621990442276001 -0.981747567653656 -13 95
42.0 -1.5791797637939453 -0.981747567653656 -14 95
42.0 -1.5364367961883545 -0.981747567653656 -15 95
42.0 -1.4937665462493896 -0.981747567653656 -16 95
42.0 -1.451174259185791 -0.981747567653656 -17 95
42.0 -1.408665657043457 -0.981747567653656 -18 95
42.0 -1.8369078636169434 -0.9381144046783447 -8 94
42.0 -1.793823003768921 -0.9381144046783447 -9 94
42.0 -1.750784993171692 -0.9381144046783447 -10 94
42.0 -1.621990442276001 -0.9381144046783447 -13 94
42.0 -1.408665657043457 -0.9381144046783447 -18 94
42.0 -1.707797646522522 -0.9381143450737 -11 94
42.0 -1.6648646593093872 -0.9381143450737 -12 94
